taxon,term,estimate,std.error,conf.low,conf.high,statistic,p.value
Birds,(Intercept),1006.5662548727109,45.07575707467194,918.1206289931794,1095.0118807522426,22.330545734489732,3.58722214139471e-91
Birds,relative_time_first_species,-133.2112426732182,20.797132382546174,-174.04338138520075,-92.37910396123566,-6.405269737332377,2.751737615859524e-10
Birds,log_n_new_species_user,-169.81425288687478,19.73955868506798,-208.5627486760436,-131.06575709770595,-8.602738065027312,4.196101217529288e-17
Butterflies,(Intercept),7.054761634466914,0.0818403357683139,6.894014734564563,7.215508534369264,86.2015235914795,0
Butterflies,relative_time_first_species,-0.7043589218316505,0.03899169221162509,-0.7809190772855903,-0.6277987663777107,-18.064333243317176,9.278362797476933e-60
Butterflies,log_n_new_species_user,-0.8799095852389253,0.04273578924104918,-0.9639547875678641,-0.7958643829099864,-20.589524631821757,1.1355690010687611e-62
