taxon,threshold_percent_decline,unique_species_needed,body_size_at_threshold,users_contributing_at_threshold
Birds,-5,36.975135623869804,129.00953229571434,907
Butterflies,-5,21.953558052434456,4.765432561273059,839
Birds,-10,51.98333767248113,121.8825208503391,780
Butterflies,-10,41.944110854503464,4.492867551260637,459
Birds,-20,111.53121658303859,108.49342666261495,538
