taxon,n_users,mean_raw_slope,median_raw_slope,sd_raw_slope,min_raw_slope,max_raw_slope,n_negative,percent_negative,median_percent_change_body_size,mean_percent_change_body_size,median_start_body_size,median_end_body_size
Birds,500,-112.95098976898734,-87.22852374683777,717.0126188507193,-3999.157197935418,3996.3855618778375,286,57.199999999999996,-17.074033417588694,60.39619197177374,587.926093485211,480.9941599490387
Butterflies,500,-0.7714630928635461,-0.7831677592346935,1.3269699733489662,-4.742454837757145,3.7483338722094857,352,70.39999999999999,-14.191744138238699,-11.21596379617832,5.534090605633512,4.752164766136248
