mean_line_slope_log,mean_line_slope_body,start_body_size,end_body_size,percent_change_body,taxon,n_users_sampled,replicate
-0.2010896342904346,-67.3544392770797,215.14372459112977,143.89248346785874,-33.117973233326026,Birds,75,26
-0.17823850220383167,-60.9832178309992,170.72772983226966,107.83269160425517,-36.839380626571504,Birds,75,27
-0.03150827214268128,-23.373039533379636,163.1784796339468,137.36140340406402,-15.821373190752496,Birds,75,28
-0.09716978006353619,-34.44935123925552,161.80476578074106,126.69057309608858,-21.70158123292557,Birds,75,29
-0.04400269149382511,-24.97586137956989,152.35365896018254,126.15827347193633,-17.193801361273742,Birds,75,30
-0.0366388052291434,-23.667285086779312,159.06249017376769,135.24307610593863,-14.974878138653281,Birds,75,31
0.006240769021467557,-23.877266482444504,162.85745087428432,137.81603976775278,-15.37627598375092,Birds,75,32
-0.09648958933889736,-12.642875381107498,155.054725864535,142.15425075065176,-8.319949644845948,Birds,75,33
-0.055518513961182306,-33.265935655664556,172.24790586239902,137.03651891131793,-20.442272882672874,Birds,75,34
-0.10822826717828925,-37.02829115292591,142.9591263479383,104.57347826334211,-26.850785301507806,Birds,75,35
-0.025760173882710825,-10.241247069442586,144.09305397612573,133.79231718081556,-7.148669912303241,Birds,75,36
-0.1775734755572707,-55.832283644436814,210.4590436416939,149.88161288055332,-28.78347716160563,Birds,75,37
-0.08680081096219806,-26.67518805336798,163.9910268328963,134.16182839886076,-18.189530860387205,Birds,75,38
-0.08839731483021472,-30.674966121113997,165.5094137526898,133.8414736497479,-19.133618677582454,Birds,75,39
-0.12227174478484255,-25.111491728537608,153.38842928809163,126.20906855971845,-17.7193031146602,Birds,75,40
0.006826292775113429,8.737872865242636,152.45020452686057,161.87125770427753,6.179757650477291,Birds,75,41
-0.11912613354308729,-54.856617091036604,179.95771729397362,119.91975997014104,-33.3622576606461,Birds,75,42
-0.2531683297822226,-77.9034657015432,206.36536472419644,119.3328241832387,-42.17400563184387,Birds,75,43
-0.07630066829996658,-27.958414117968783,174.28494980159064,145.90734271616634,-16.282304994051366,Birds,75,44
0.018504755945179283,-0.7900552343566922,163.0410255904393,161.91712490755071,-0.6893361218861749,Birds,75,45
-0.20607411603934192,-105.21810654880609,230.61763455886046,114.48889795662805,-50.3555319281505,Birds,75,46
-0.18556938733589998,-82.82931258814338,217.89132347993953,128.01659129153663,-41.2475039175561,Birds,75,47
-0.15400544840946237,-49.679616653163365,186.9874811610891,130.66219325842266,-30.12249138440578,Birds,75,48
-0.14364641151561627,-47.678262608500816,183.9761748151602,132.45720108796465,-28.003068211933613,Birds,75,49
-0.0822354604806374,-38.13890829710174,168.94849832241718,128.12663492876658,-24.16231206491528,Birds,75,50
-0.15941855996862775,-63.24230937840668,174.10507087372847,106.6293261667999,-38.75576074166504,Birds,75,51
-0.08655014321514755,-12.585830189364783,153.12113202263433,139.52954385511558,-8.876363430692013,Birds,75,52
-0.0712238426160896,-12.741598981782813,163.84277230911113,146.38799534146543,-10.653370131405582,Birds,75,53
-0.04480946256806113,-30.71532679604111,162.45040396563982,128.39828277875762,-20.96154909783089,Birds,75,54
-0.09330882273029698,-30.669257339841664,165.40558593672162,131.71435678755378,-20.368858136421654,Birds,75,55
-0.08771819595568633,-36.7935455443483,169.61716311687056,130.17957881851814,-23.25093968891516,Birds,75,56
-0.0019116242893881638,-3.9756726411252643,164.47027688900957,159.7006157211047,-2.9000140682705955,Birds,75,57
-0.12368009597490826,-45.7049300760448,170.35570110427358,121.68785569395541,-28.568369062406017,Birds,75,58
-0.12502950281430344,-57.847865340077654,195.22896624409572,130.96669435222944,-32.916361300360954,Birds,75,59
-0.05585552616052793,-27.3863705085351,163.52741509091294,134.31337169354606,-17.864920925415074,Birds,75,60
-0.038418371459896905,-8.444543870096652,145.6160255872764,136.00885645885597,-6.597604274443181,Birds,75,61
