taxon,threshold_percent_decline,unique_species_needed,body_size_at_threshold,users_contributing_at_threshold
Birds,-5,36.97714808043876,571.6590264470058,449
Butterflies,-5,21.954699407281964,5.173885717918995,493
Birds,-10,66.97920489296637,543.7476729131948,333
Butterflies,-10,41.93849658314351,4.855997712594413,280
Birds,-20,186.79073482428115,476.0606162823929,131
