taxon,n_users,mean_raw_slope,median_raw_slope,sd_raw_slope,min_raw_slope,max_raw_slope,n_negative,percent_negative,median_percent_change_body_size,mean_percent_change_body_size,median_start_body_size,median_end_body_size
Birds,539,-0.12946490861899265,-0.12093501277105367,0.468858345176125,-1.5622015234361775,1.452425359850959,324,60.1113172541744,-24.305384507174075,30.748287652357863,128.2784926318244,97.79916379851647
Butterflies,103,-0.05234650907014284,-0.05681005171918978,0.08952313029991613,-0.26071135790463157,0.24256342234769432,78,75.72815533980582,-12.261551928833036,-9.421609652571636,4.733114111376621,4.171469386739721
