taxon,term,estimate,std.error,conf.low,conf.high,statistic,p.value
Birds,(Intercept),2.1161379655922645,0.012999083058707754,2.0906027854511033,2.1416731457334257,162.79132582161,0
Birds,relative_time_first_species,-0.12946490861879767,0.02019516743567183,-0.16913595590098657,-0.08979386133660877,-6.410687558356992,3.1710720939721527e-10
Butterflies,(Intercept),0.6747775768477032,0.0036067765775292565,0.6677075495661912,0.6818476041292153,187.08604826028477,0
Butterflies,relative_time_first_species,-0.05234650907015132,0.007387551530341838,-0.06939076610053438,-0.035302252039768264,-7.085772445059227,1.048998599419159e-4
