taxon,user_id,raw_slope,raw_intercept,n_new_species,max_years_first_species_user,predicted_start_log,predicted_end_log,predicted_start_body_size,predicted_end_body_size,absolute_change_body_size,percent_change_body_size,user_rank
Birds,2929574,-0.6052923966909927,2.317300171932549,100,0.4654346338124572,2.317300171932549,1.7120077752415563,207.63481340972805,51.52378688827683,-156.1110265214512,-75.1853814675074,85
Birds,3565390,-0.5995099685018959,2.5071282162414823,100,2.305270362765229,2.5071282162414823,1.9076182477395864,321.46094438702346,80.83850025674556,-240.6224441302779,-74.85277708902021,86
Birds,802441,-0.5991180895146585,2.2850269331763604,100,5.823408624229979,2.2850269331763604,1.6859088436617018,192.76444541484696,48.51866511120398,-144.245780303643,-74.83007563620599,87
Birds,1676726,-0.5972723544573674,2.2552118791078244,100,2.2614647501711156,2.2552118791078244,1.6579395246504571,179.97487438134524,45.49247076382282,-134.48240361752244,-74.72287677921658,88
Birds,4259253,-0.5881275116945298,2.439493959246058,100,1.1827515400410678,2.439493959246058,1.851366447551528,275.1021339805632,71.01767457954237,-204.08445940102087,-74.18497866521095,89
Birds,44845,-0.5844279436307704,2.576121174820802,100,8.577686516084873,2.576121174820802,1.9916932311900315,376.8089197854401,98.10547191397278,-278.7034478714673,-73.96413227960863,90
Birds,2452316,-0.5777489536840081,2.355535551318667,100,0.49007529089664614,2.355535551318667,1.7777865976346587,226.74386819345634,59.94964250510641,-166.7942256883499,-73.5606334218671,91
Birds,6568501,-0.5761387083461407,2.5250989126552432,100,1.0841889117043122,2.5250989126552432,1.9489602043091026,335.04173783462807,88.91196414563896,-246.1297736889891,-73.46242151193573,92
Birds,389193,-0.5694404467435641,2.4245736729729406,100,0.3750855578370979,2.4245736729729406,1.8551332262293765,265.81144292944106,71.63631314522442,-194.17512978421664,-73.0499513656227,93
Birds,2504907,-0.5671877457772289,2.467305369748269,100,1.212867898699521,2.467305369748269,1.90011762397104,293.2954797724057,79.45433990858918,-213.84113986381652,-72.90979732444396,94
Birds,7154265,-0.5666209402094422,2.5576830755078213,100,0.8350444900752909,2.5576830755078213,1.991062135298379,361.1462215856239,97.96301328408822,-263.18320830153567,-72.87441833006628,95
Birds,516268,-0.5653209632843338,2.4922288233951573,100,3.863107460643395,2.4922288233951573,1.9269078601108234,310.6195766059435,84.50995298776321,-226.1096236181803,-72.7931014808594,96
Birds,387980,-0.5489652989269498,2.6882177309941526,100,1.834360027378508,2.6882177309941526,2.139252432067203,487.77297093506985,137.8010199510951,-349.97195098397475,-71.74894302016612,97
Birds,1968569,-0.542781645876031,2.268656720481306,100,2.026009582477755,2.268656720481306,1.7258750746052751,185.6336570361033,53.19552196188887,-132.43813507421441,-71.34381619624988,98
Birds,1040438,-0.5427165732778237,2.3684075496283636,100,5.919233401779603,2.3684075496283636,1.8256909763505398,233.564884840181,66.94081203902505,-166.62407280115596,-71.3395221696832,99
Birds,118471,-0.5358483985097531,2.3086676179088275,100,1.6509240246406571,2.3086676179088275,1.7728192193990744,203.54836483363533,59.26785632358712,-144.2805085100482,-70.88266645029152,100
Birds,118888,-0.5342536731613031,2.200786720015077,100,2.1656399726214923,2.200786720015077,1.6665330468537736,158.77668122608176,46.40160971051642,-112.37507151556534,-70.77555132642856,101
Birds,1017779,-0.5325472948264361,2.471307965107596,100,2.299794661190965,2.471307965107596,1.9387606702811597,296.0110784010319,86.84816970638072,-209.1629086946512,-70.66050021657637,102
Birds,1687565,-0.5304852047205069,2.0816629375576445,100,2.1492128678986995,2.0816629375576445,1.5511777328371377,120.68767963981989,35.57768886862013,-85.10999077119976,-70.52086097371486,103
Birds,3944944,-0.5288651031742078,2.1027198536079825,100,2.132785763175907,2.1027198536079825,1.5738547504337748,126.68344168771517,37.484761368687415,-89.19868031902776,-70.41068598286874,104
Birds,436984,-0.5262736123511811,2.4394641706947953,100,3.8357289527720737,2.4394641706947953,1.9131905583436142,275.083265186872,81.88239902955712,-193.20086615731486,-70.23359491754904,105
Birds,71842,-0.5222732710713116,2.369349439102829,100,7.0718685831622174,2.369349439102829,1.8470761680315173,234.07198554234526,70.31956378930627,-163.752421753039,-69.95814615474991,106
Birds,836742,-0.5159846734474813,2.112036066884305,100,5.218343600273785,2.112036066884305,1.5960513934368237,129.43033250858593,39.45039840314811,-89.97993410543782,-69.51997446152653,107
Birds,134150,-0.5114542838821513,2.12231747972345,100,4.550308008213553,2.12231747972345,1.610863195841299,132.5310014692895,40.81907846686765,-91.71192300242184,-69.20035462319632,108
Birds,387398,-0.5025364994953163,2.2870992907600995,100,1.541409993155373,2.2870992907600995,1.7845627912647832,193.68647298511496,60.89235789263254,-132.79411509248243,-68.56137811063749,109
Birds,3671914,-0.5018916783389512,2.4293561773465266,100,0.4024640657084189,2.4293561773465266,1.9274644990075753,268.75476769127243,84.61833955172335,-184.13642813954908,-68.51466477092333,110
Birds,68260,-0.4968058959250694,2.196245181536137,100,1.3360711841204653,2.196245181536137,1.6994392856110676,157.1249605073746,50.054057204185746,-107.07090330318886,-68.14379011294231,111
Birds,364244,-0.4872481532776447,2.3863673532258107,100,6.036960985626283,2.3863673532258107,1.899119199948166,243.42621885164363,79.27188766078164,-164.15433119086197,-67.43494269649976,112
Birds,1019077,-0.48716830174842723,2.2815778843977617,100,1.404517453798768,2.2815778843977617,1.7944095826493345,191.23962543029714,62.28874527202724,-128.9508801582699,-67.4289545736795,113
Birds,1527080,-0.4869416900314715,2.5656508727745275,100,2.0725530458590007,2.5656508727745275,2.078709182743056,367.8331554672401,119.8696349526519,-247.9635205145882,-67.41195480315322,114
Birds,1686639,-0.485661493800609,2.3631911383270796,100,1.054072553045859,2.3631911383270796,1.8775296445264706,230.77626398844836,75.42748801732074,-155.34877597112762,-67.31575131960005,115
Birds,542677,-0.4851440496958731,2.3046855441718166,100,1.623545516769336,2.3046855441718166,1.8195414944759434,201.69054716551094,65.99962903074987,-135.69091813476106,-67.27678616658747,116
Birds,744854,-0.4836493181549127,2.5608349538132344,100,0.5092402464065708,2.5608349538132344,2.0771856356583216,363.7767627204526,119.44985740980034,-244.32690531065225,-67.16396712189321,117
Birds,6543441,-0.4832221171238544,2.3223756982472676,100,0.8076659822039699,2.3223756982472676,1.8391535811234132,210.0756414232949,69.04839389952741,-141.0272475237675,-67.13165151765628,118
Birds,579740,-0.4781064607300797,1.9359375125468758,100,0.29842573579739906,1.9359375125468758,1.4578310518167963,86.28543890347665,28.696640151401756,-57.588798752074894,-66.74219831748982,119
Birds,1025838,-0.4713917928751478,2.3364696703098025,100,1.8151950718685832,2.3364696703098025,1.8650778774346546,217.00496491862745,73.29559545920908,-143.70936945941838,-66.22400068740663,120
Birds,37277,-0.47133406298711505,2.324308275577884,100,5.587953456536619,2.324308275577884,1.8529742125907689,211.01254503868682,71.28107038068747,-139.73147465799934,-66.21951061363727,121
Birds,8325,-0.46637690009049804,2.1504378839877734,100,6.4284736481861735,2.1504378839877734,1.6840609838972753,141.39624752249767,48.31266382154505,-93.08358370095263,-65.83172137304565,122
Birds,316477,-0.4634106840219785,2.0136951056733707,100,3.252566735112936,2.0136951056733707,1.5502844216513922,103.20366150921978,35.504583442208805,-67.69907806701099,-65.59755446366893,123
Birds,2926760,-0.46312029082941525,2.4101442047216333,100,1.809719370294319,2.4101442047216333,1.947023913892218,257.12494080594945,88.51643489766042,-168.60850590828903,-65.57454340282641,124
Birds,632999,-0.4579478517662336,2.5189033296861876,100,2.6803559206023273,2.5189033296861876,2.060955477919954,330.2960117281217,115.06824196793292,-215.22776976018878,-65.16208555898348,125
Birds,3509070,-0.4433916136385686,2.400563793429318,100,0.919917864476386,2.400563793429318,1.9571721797907493,251.5149435658744,90.6091757585461,-160.9057678073283,-63.974635274577786,126
Birds,757388,-0.441046331118259,2.3504974368102087,100,5.650924024640657,2.3504974368102087,1.9094511056919496,224.12868177523106,81.18038482305516,-142.9482969521759,-63.77956440913375,127
Birds,78670,-0.4401426905054632,2.139547247687662,100,4.876112251882272,2.139547247687662,1.6994045571821985,137.89459628515425,50.05005478339101,-87.84454150176325,-63.70412174825779,128
Birds,3728665,-0.43995777302562455,2.426650376954249,100,1.4401095140314852,2.426650376954249,1.9866926039286246,267.0855406036435,96.9823277894522,-170.1032128141913,-63.6886640998007,129
Birds,50494,-0.4368085593411557,2.54628864807625,100,4.985626283367557,2.54628864807625,2.1094800887350944,351.79417818626956,128.6708259472554,-223.12335223901417,-63.424401560412925,130
Birds,370296,-0.4356427659991077,2.19585504373397,100,0.5722108145106092,2.19585504373397,1.7602122777348623,156.98387453068335,57.57212739643924,-99.41174713424411,-63.32608838420124,131
Birds,385233,-0.43400983227823575,2.226494515340468,100,0.47091033538672145,2.226494515340468,1.792484683062232,168.45911521144654,62.01327720828228,-106.44583800316425,-63.187936057693015,132
Birds,1360960,-0.43004857750696474,2.3887931091126946,100,4.815879534565366,2.3887931091126946,1.95874453160573,244.78968254654436,90.93781847215317,-153.8518640743912,-62.850632622205296,133
Birds,300606,-0.42828597569789084,2.3111097702993133,100,1.4702258726899384,2.3111097702993133,1.8828237946014226,204.69619521440526,76.35259369318584,-128.34360152121943,-62.69955403264251,134
Birds,1863192,-0.4261256384070932,2.4297781367974847,100,2.245037645448323,2.4297781367974847,2.0036524983903914,269.0160160564441,100.84456533325935,-168.1714507231847,-62.513545917615374,135
Birds,1000460,-0.4247877049699948,2.2350769244809165,100,1.5633127994524298,2.2350769244809165,1.8102892195109217,171.8212698910598,64.60843473081414,-107.21283516024567,-62.39788311902365,136
Birds,38776,-0.41979054349439227,1.9371783936131046,100,9.084188911704311,1.9371783936131046,1.5173878501187124,86.53232915806225,32.91454456006647,-53.61778459799579,-61.96271973686981,137
Birds,5874769,-0.41663709859682774,2.251524145917139,100,0.7419575633127995,2.251524145917139,1.8348870473203114,178.4531202199582,68.37337965104588,-110.07974056891233,-61.68552302881001,138
Birds,616308,-0.41656312904062454,2.2423740555583866,100,1.648186173853525,2.2423740555583866,1.8258109265177622,174.7326468116346,66.95930334135348,-107.77334347028112,-61.67899670544281,139
Birds,72329,-0.415072998312706,2.047967691670104,100,7.184120465434634,2.047967691670104,1.6328946933573982,111.67801644221431,42.943228646997596,-68.73478779521672,-61.54728565651257,140
Birds,262989,-0.41419160542762334,2.2784595623489254,100,4.944558521560575,2.2784595623489254,1.864267956921302,189.87140424555827,73.15903308218635,-116.71237116337191,-61.46916731728032,141
Birds,4309885,-0.411180827048613,2.1075470652561417,100,1.0321697467488022,2.1075470652561417,1.6963662382075286,128.09939105753122,49.701127171628855,-78.39826388590237,-61.20112144068868,142
Birds,678608,-0.40908790923989863,2.266689655059462,100,0.7173169062286106,2.266689655059462,1.8576017458195635,184.79476117465052,72.04465165310476,-112.75010952154575,-61.01369368095073,143
Birds,5053222,-0.4074285492921768,1.9328151063136603,100,2.0588637919233403,1.9328151063136603,1.5253865570214835,85.66730532127974,33.526371806812904,-52.14093351446684,-60.86444918387674,144
Birds,613577,-0.3986774994979381,2.111835395639832,100,1.319644079397673,2.111835395639832,1.713157896141894,129.3705414052229,51.66041565460568,-77.71012575061721,-60.06786777463384,145
Birds,2221785,-0.39212267125754763,2.30167105032715,100,0.7529089664613279,2.30167105032715,1.9095483790696022,200.29543457156092,81.19856966071079,-119.09686491085013,-59.46059887266156,146
Birds,659121,-0.3859150050700093,2.412391585472491,100,0.3723477070499658,2.412391585472491,2.0264765804024814,258.4589558433995,106.28612662816305,-152.17282921523645,-58.87698057073252,147
Birds,4344262,-0.3855438947700729,2.04374065697607,100,1.648186173853525,2.04374065697607,1.6581967622059972,110.59631504753453,45.519424452784655,-65.07689059474987,-58.841825396062866,148
Birds,4178380,-0.38484347036125854,2.435279560218345,100,0.7885010266940452,2.435279560218345,2.0504360898570866,272.44545055965335,112.31456770318165,-160.13088285647171,-58.775392478579924,149
Birds,39066,-0.3824743593918816,2.360684585943652,100,7.340177960301164,2.360684585943652,1.9782102265517703,229.44816349272327,95.10650591035798,-134.3416575823653,-58.549894467394935,150
Birds,679140,-0.3795288962578608,2.091241813519822,100,4.509240246406571,2.091241813519822,1.711712917261961,123.37916125019873,51.488817428059754,-71.89034382213899,-58.26781694224168,151
Birds,1589586,-0.37825602844367323,1.8571910848915887,100,1.83709787816564,1.8571910848915887,1.4789350564479156,71.9765597449889,30.125554988119987,-41.85100475686892,-58.14532523525151,152
