taxon,first_species_number,median_relative_time,q25_relative_time,q75_relative_time,median_years_since_first_species,q25_years_since_first_species,q75_years_since_first_species,n_users_contributing
Butterflies,82,0.8181818181818182,0.8181818181818182,0.8181818181818182,2.6995208761122518,1.7303216974674882,4.69678302532512,103
Butterflies,83,0.8282828282828283,0.8282828282828283,0.8282828282828283,2.7104722792607805,1.7508555783709787,4.747433264887063,103
Butterflies,84,0.8383838383838383,0.8383838383838383,0.8383838383838383,2.7707049965776864,1.7768651608487338,4.777549623545516,103
Butterflies,85,0.8484848484848485,0.8484848484848485,0.8484848484848485,2.8227241615331966,1.8439425051334704,4.874743326488707,103
Butterflies,86,0.8585858585858586,0.8585858585858586,0.8585858585858586,2.836413415468857,1.8521560574948666,4.976043805612594,103
Butterflies,87,0.8686868686868687,0.8686868686868687,0.8686868686868687,2.9596167008898013,1.8767967145790556,4.996577686516085,103
Butterflies,88,0.8787878787878788,0.8787878787878788,0.8787878787878788,2.965092402464066,1.8986995208761122,5.062286105407256,103
Butterflies,89,0.8888888888888888,0.8888888888888888,0.8888888888888888,2.965092402464066,1.9233401779603012,5.112936344969199,103
Butterflies,90,0.898989898989899,0.898989898989899,0.898989898989899,2.965092402464066,1.943874058863792,5.137577002053388,103
Butterflies,91,0.9090909090909091,0.9090909090909091,0.9090909090909091,2.9924709103353866,2.0123203285420947,5.234770704996578,103
Butterflies,92,0.9191919191919192,0.9191919191919192,0.9191919191919192,2.9952087611225187,2.020533880903491,5.268993839835729,103
Butterflies,93,0.9292929292929293,0.9292929292929293,0.9292929292929293,3.02258726899384,2.0246406570841886,5.333333333333334,103
Butterflies,94,0.9393939393939394,0.9393939393939394,0.9393939393939394,3.1485284052019167,2.0533880903490758,5.336071184120465,103
Butterflies,95,0.9494949494949495,0.9494949494949495,0.9494949494949495,3.189596167008898,2.0657084188911705,5.3730321697467485,103
Butterflies,96,0.9595959595959596,0.9595959595959596,0.9595959595959596,3.249828884325804,2.10403832991102,5.382614647501711,103
Butterflies,97,0.9696969696969697,0.9696969696969697,0.9696969696969697,3.260780287474333,2.1177275838466807,5.441478439425051,103
Butterflies,98,0.9797979797979798,0.9797979797979798,0.9797979797979798,3.3429158110882957,2.1765913757700206,5.57015742642026,103
Butterflies,99,0.98989898989899,0.98989898989899,0.98989898989899,3.405886379192334,2.186173853524983,5.659137577002053,103
Butterflies,100,1,1,1,3.460643394934976,2.198494182067077,5.737166324435318,103
