taxon,sample_size,run,term,estimate,std.error,conf.low,conf.high,statistic,p.value
Birds,75,34,relative_time_first_species,-0.18330700619886434,0.05698898547561126,-0.2968600378187221,-0.06975397457900655,-3.2165339436918305,0.0019253329499937678
Birds,75,35,(Intercept),2.0969891374454668,0.032756362889835654,2.0317206607307052,2.1622576141602283,64.0177648690101,1.5044192357746578e-66
Birds,75,35,relative_time_first_species,-0.09685523073922923,0.05066393266549863,-0.19780531838370158,0.0040948569052431105,-1.9117195536063503,0.05978404911401742
Birds,75,36,(Intercept),2.128786647137605,0.03781313561725456,2.0534423305805753,2.204130963694635,56.297543496134075,1.6795501623305362e-62
Birds,75,36,relative_time_first_species,-0.14596013752016887,0.05389641108694777,-0.2533510805620205,-0.03856919447831725,-2.7081606098910807,0.00839912162748847
Birds,75,37,(Intercept),2.0825628780080216,0.036230769610320415,2.0103714932242354,2.154754262791808,57.48050346175365,3.7297896806159816e-63
Birds,75,37,relative_time_first_species,-0.10895346259872137,0.056344828873102534,-0.22122298570843202,0.0033160605109892882,-1.9336905405126315,0.05697591963670279
Birds,75,38,(Intercept),2.063085500562184,0.037463377995412536,1.988438089487208,2.1377329116371606,55.06939339038816,8.275719106629806e-62
Birds,75,38,relative_time_first_species,-0.06852193450431514,0.06067380501127054,-0.18941713197723403,0.05237326296860374,-1.1293495519456338,0.2623980878479498
Birds,75,39,(Intercept),2.134941537386966,0.0318490223218189,2.0714809757853385,2.1984020989885935,67.03318914516177,5.28356378354364e-68
Birds,75,39,relative_time_first_species,-0.13085988723320202,0.05181115724484823,-0.23409587028848117,-0.02762390417792286,-2.5257086348175304,0.013686250326624244
Birds,75,40,(Intercept),2.121715004908003,0.04217566720465671,2.037678154479982,2.205751855336024,50.30661387317044,5.624936978522157e-59
Birds,75,40,relative_time_first_species,-0.16689963482435918,0.05843875401820816,-0.28334139301991423,-0.050457876628804105,-2.855975244995079,0.005565261790357826
Birds,75,41,(Intercept),2.071587380743894,0.03261472092873952,2.006601129712032,2.1365736317757555,63.5169433235422,2.6632947587803007e-66
Birds,75,41,relative_time_first_species,-0.06313450090741742,0.048901813999184425,-0.16057349491280848,0.03430449309797365,-1.2910461953102672,0.20070635912298632
Birds,75,42,(Intercept),2.1639135339866007,0.03499267329720855,2.0941891095738967,2.2336379583993047,61.83904600850319,1.8624773625176822e-65
Birds,75,42,relative_time_first_species,-0.17490499425277206,0.05717574918565358,-0.28883016260039795,-0.060979825905146195,-3.059076562072559,0.003090777641275604
Birds,75,43,(Intercept),2.1406277778189646,0.03901684659488108,2.0628850138496673,2.218370541788262,54.86419238452269,1.0837286324294203e-61
Birds,75,43,relative_time_first_species,-0.18384541989793643,0.06532310860540727,-0.3140045561303084,-0.053686283665564466,-2.814400965031817,0.006257176125158604
Birds,75,44,(Intercept),2.1330319965609066,0.031709988371792334,2.0698484662403294,2.196215526881484,67.26688044005554,4.100724305397872e-68
Birds,75,44,relative_time_first_species,-0.19636085845080978,0.05435068678597362,-0.30465696470048753,-0.08806475220113202,-3.6128496264279955,5.490220058967883e-4
Birds,75,45,(Intercept),2.114075685180279,0.03541173556025992,2.0435162635997637,2.184635106760794,59.69986084366777,2.3958514898265002e-64
Birds,75,45,relative_time_first_species,-0.11531294840509516,0.05265005279187732,-0.22022046628650388,-0.010405430523686462,-2.1901772608077095,0.03166248838425315
Birds,75,46,(Intercept),2.0486978249727894,0.03518263395071298,1.9785948961957915,2.1188007537497873,58.230370922279185,1.4589040293043898e-63
Birds,75,46,relative_time_first_species,-0.04047028862405727,0.053287556294457215,-0.14664806287225474,0.0657074856241402,-0.7594697794063949,0.4499842214802451
Birds,75,47,(Intercept),2.105824389203864,0.03385252878895748,2.0383717533988897,2.1732770250088382,62.205822269052256,1.2120893499542711e-65
Birds,75,47,relative_time_first_species,-0.11020022606387099,0.04766585551575204,-0.2051765164190559,-0.015223935708686076,-2.311932196988541,0.02356639499232485
